,DEPTH_M,DIAMETER_MM,LENGTH_M,JOB_COST,JOB_TYPE_Replace,MATERIAL_CI,MATERIAL_ST
3711,2.56,50,28.44,5842.94747,1,1,0
3712,1.97,63,20.02,3454.539262,1,1,0
3713,3.24,90,27.05,11389.521859999999,1,0,1
3714,2.52,63,28.7,6428.522782999999,1,0,1
3715,2.84,90,15.05,7369.677844,1,1,0
3716,3.72,250,30.38,37279.097,1,0,0
3717,2.07,200,18.13,12342.81009,1,0,0
3718,2.23,90,48.2,9933.356695,1,0,0
3719,2.64,50,26.67,5073.971097,1,1,0
3720,2.78,200,43.13,30505.20056,1,1,0
3721,2.97,50,14.86,3974.6432979999995,1,1,0
3722,2.59,315,14.44,18625.4259,1,1,0
3723,2.9,90,14.25,6419.324129,1,1,0
3724,2.87,125,33.15,13349.00129,1,0,0
3725,4.09,200,19.69,27288.498489999998,1,0,0
3726,2.19,90,22.94,6404.285538,1,1,0
3727,4.16,90,22.14,13240.084270000001,1,1,0
3728,2.17,63,16.36,4633.10791,1,0,0
3729,3.26,63,16.14,5934.367452,1,0,0
3730,3.19,125,28.34,15906.42669,1,0,1
3731,3.43,63,20.63,7590.467364,1,1,0
3732,3.8,63,34.4,9815.161636,1,0,0
3733,3.18,63,19.74,6523.26352,1,0,1
3734,2.99,63,35.73,7480.8875180000005,1,0,1
3735,1.35,200,18.09,9341.636751,1,0,0
3736,2.22,125,22.74,10028.3309,1,1,0
3737,1.72,125,22.75,7380.6896959999995,1,0,0
3738,1.92,125,25.81,9111.062719,1,0,0
3739,3.57,250,24.7,32276.3136,1,0,0
3740,1.64,125,42.1,8429.704629,1,1,0
3741,2.55,125,15.17,8264.224191,1,0,0
3742,2.13,63,26.18,5474.311482,1,1,0
3743,2.6,125,35.35,10619.34909,1,0,1
3744,1.6,125,23.48,6169.531731,1,0,0
3745,2.44,200,38.25,23015.39836,1,1,0
3746,1.78,63,18.84,3998.0857189999997,1,0,0
3747,3.14,125,16.85,12222.703609999999,1,0,0
3748,2.79,250,26.42,23030.02667,1,0,0
3749,2.86,90,31.01,11726.66502,1,1,0
3750,2.48,315,16.04,22145.58641,1,0,0
3751,1.49,50,19.5,2335.331777,1,0,1
3752,2.07,250,20.49,17842.22962,1,1,0
3753,2.15,125,34.12,10780.61717,1,0,0
3754,2.09,250,26.16,20266.370469999998,1,1,0
3755,1.67,315,23.7,18246.32219,1,0,0
3756,4.13,250,27.92,36793.1181,1,1,0
3757,3.14,200,16.54,18323.32762,1,0,1
3758,4.13,125,31.55,20784.66975,1,0,1
3759,2.74,90,19.53,8434.877823,1,0,0
3760,2.25,63,41.57,6487.725904999999,1,0,1
3761,1.93,90,32.0,6900.120402,1,1,0
3762,2.19,200,18.1,15108.74969,1,0,0
3763,1.63,125,16.39,7016.301787,1,0,0
3764,4.31,125,38.75,22866.28958,1,1,0
3765,1.48,50,30.9,3030.0623769999997,1,1,0
3766,1.42,315,23.13,16442.16436,1,0,1
3767,2.43,125,26.82,10155.620640000001,1,0,0
3768,3.07,315,28.74,36309.253319999996,1,0,0
3769,1.59,315,29.3,18599.72733,1,0,0
3770,1.94,90,23.7,5951.954189,1,1,0
3771,3.62,200,44.85,34835.718069999995,1,0,0
3772,2.04,90,20.52,5793.46426,1,0,0
3773,2.77,50,24.27,5170.85703,1,0,1
3774,2.62,90,12.96,6179.028371,1,0,0
3775,3.87,200,24.03,26842.94463,1,0,0
3776,2.86,125,36.36,15337.92458,1,1,0
3777,2.65,63,15.5,4680.017027000001,1,1,0
3778,2.55,315,10.86,17738.763469999998,1,1,0
3779,2.18,50,14.18,3371.296674,1,1,0
3780,2.99,450,10.57,33572.82084,1,0,0
3781,1.77,315,30.64,19330.86128,1,0,0
3782,1.31,125,44.59,6959.204098,1,0,0
3783,1.8,315,10.94,12977.06605,1,0,0
3784,3.83,125,26.6,16546.93604,1,1,0
3785,1.64,50,38.18,3967.618859,1,1,0
3786,3.39,250,23.95,29946.022810000002,1,1,0
3787,3.49,125,26.46,13717.702330000002,1,0,1
3788,2.37,90,30.31,8362.370711,1,0,0
3789,2.43,90,39.82,10325.56495,1,0,0
3790,3.77,63,22.89,9422.869706,1,1,0
3791,3.56,90,13.77,9572.429169,1,1,0
3792,2.0,90,27.89,6869.636535,1,0,0
3793,2.8,50,16.59,4671.174836,1,0,0
3794,1.98,450,15.3,29013.8592,1,0,0
3795,2.49,450,18.17,35365.81684,1,1,0
3796,3.29,63,14.94,5026.763009,1,0,0
3797,2.32,63,26.28,5066.937341,1,0,0
3798,2.86,315,29.18,35018.79336,1,1,0
3799,1.83,200,18.7,11565.43476,1,1,0
3800,2.77,200,41.43,23544.64686,1,1,0
3801,3.07,200,26.38,20018.25974,1,0,0
3802,3.0,90,25.88,10468.117740000002,1,0,0
3803,2.1,90,23.47,6750.297237999999,1,0,0
3804,1.89,125,31.9,9587.888912,1,1,0
3805,2.2,250,34.28,19578.141059999998,1,0,1
3806,1.01,200,29.27,7281.2684420000005,1,1,0
3807,1.47,63,30.15,3723.9020960000003,1,0,0
3808,1.62,200,29.45,13271.8683,1,1,0
3809,1.33,125,13.7,4203.991865,1,1,0
3810,1.89,50,14.28,2663.798271,1,1,0
3811,2.0,63,24.42,5518.001033,1,0,0
3812,3.26,63,39.25,10062.2605,1,0,1
3813,1.85,200,16.48,11130.4942,1,1,0
3814,3.78,63,10.19,5155.177466,1,0,0
3815,1.46,50,18.0,2404.014454,1,0,0
3816,4.85,63,14.96,8442.779540000001,1,0,1
3817,1.9,63,28.47,5048.737419,1,0,1
3818,3.09,63,24.74,6932.988169,1,1,0
3819,1.95,63,31.39,4559.797057,1,1,0
3820,3.3,50,13.11,5103.7869789999995,1,0,1
3821,1.98,315,33.01,28550.88955,1,0,0
3822,2.12,250,28.11,23160.97212,1,1,0
3823,2.41,315,23.04,28716.80336,1,0,1
3824,2.73,200,40.36,26874.602089999997,1,0,0
3825,2.02,250,35.91,21903.18098,1,1,0
3826,3.46,63,26.75,8373.784615,1,0,0
3827,2.06,200,25.65,14799.17719,1,0,0
3828,2.94,200,24.34,21721.45757,1,0,0
3829,2.62,90,22.16,8944.761620000001,1,0,1
3830,1.54,50,37.97,2995.796205,1,0,0
3831,1.97,125,17.11,8006.872858,1,0,1
3832,3.22,90,24.02,10645.28312,1,0,0
3833,3.76,125,30.35,18373.49694,1,0,0
3834,3.93,125,21.68,16703.58412,1,0,0
3835,4.67,90,30.71,17014.87609,1,0,0
3836,1.92,63,26.97,4172.765161,1,0,0
3837,1.91,63,30.1,4677.079199,1,0,0
3838,3.15,63,41.82,9571.490619,1,0,0
3839,4.18,200,18.36,23539.718109999998,1,0,0
3840,1.63,90,24.27,4582.609179,1,0,0
3841,1.76,450,14.31,21785.21586,1,0,0
3842,2.69,250,22.7,27073.378510000002,1,0,0
3843,1.73,250,17.32,12562.32309,1,1,0
3844,3.13,63,26.05,7770.064684,1,0,0
3845,2.8,200,44.31,28244.2918,1,1,0
3846,4.36,90,24.78,13643.8256,1,0,0
3847,3.42,63,21.7,7685.985484000001,1,0,0
3848,2.03,90,34.27,7998.228623,1,1,0
3849,3.86,200,29.75,27923.96623,1,0,0
3850,1.88,200,18.87,11718.1393,1,0,0
3851,1.78,63,47.11,6201.3291659999995,1,0,1
3852,2.01,50,15.35,2549.2981019999997,1,0,1
3853,3.36,250,37.69,33182.14275,1,0,0
3854,2.21,125,33.33,10582.20243,1,0,0
3855,1.52,125,26.16,5889.500983,1,0,0
3856,1.78,63,39.93,4083.8458579999997,1,1,0
3857,2.63,90,16.91,7845.056237999999,1,0,0
3858,1.93,200,14.85,11289.54428,1,1,0
3859,1.52,50,15.6,1950.406233,1,0,0
3860,2.27,200,25.99,16775.9929,1,0,1
3861,2.88,90,20.62,7284.419834,1,1,0
3862,2.35,200,16.68,13864.59911,1,1,0
3863,2.06,63,17.17,3729.5336469999997,1,0,0
3864,1.83,200,17.21,9929.936231,1,0,1
3865,2.34,90,42.37,9487.902907,1,0,0
3866,4.65,200,27.9,38950.09868,1,0,0
3867,2.45,63,27.38,5694.427466,1,0,0
3868,2.16,125,17.4,7741.555558,1,0,0
3869,3.71,50,20.82,5897.831695,1,0,0
3870,3.82,50,32.91,7768.593481,1,0,0
3871,1.84,200,47.12,17585.765919999998,1,0,0
3872,2.46,63,42.86,7040.3117760000005,1,0,0
3873,1.77,125,48.3,10737.17938,1,0,0
3874,1.98,50,13.99,2967.064064,1,0,0
3875,2.24,63,18.04,4105.894286,1,1,0
3876,1.74,50,19.92,2811.46525,1,1,0
3877,2.13,90,16.7,6075.78549,1,0,0
3878,1.53,200,38.83,14342.34005,1,1,0
3879,1.39,63,43.73,4233.447095,1,0,1
3880,3.2,200,17.19,19185.8159,1,1,0
3881,1.41,125,21.09,5474.181079999999,1,1,0
3882,4.34,200,17.98,34401.48209,1,0,0
3883,2.62,90,21.31,9646.676328,1,0,1
3884,3.6,90,16.05,13359.261040000001,1,1,0
3885,3.2,90,42.38,13306.43621,1,0,1
3886,3.18,63,35.9,8837.122931,1,0,0
3887,2.82,63,9.21,3524.850946,1,0,0
3888,2.23,200,23.9,15809.517919999998,1,0,0
3889,2.55,90,40.36,10592.57533,1,0,0
3890,1.38,125,29.61,7618.064590999999,1,0,0
3891,2.01,250,17.9,16598.52151,1,0,0
3892,2.04,315,21.82,23372.359419999997,1,0,1
3893,3.08,63,43.78,8370.107356999999,1,0,0
3894,2.98,63,14.56,4438.937918,1,0,1
3895,2.48,200,22.2,15537.55236,1,0,0
3896,2.15,90,16.34,6388.925512,1,0,1
3897,1.12,63,45.74,3540.273793,1,0,1
3898,2.81,125,36.38,15512.531009999999,1,1,0
3899,3.2,90,13.09,9143.462406,1,1,0
3900,1.88,200,42.75,16782.74273,1,0,1
3901,3.75,125,40.37,17930.29344,1,1,0
3902,4.41,63,16.5,9253.05768,1,0,0
3903,1.77,125,23.55,8388.070746,1,1,0
3904,3.94,250,19.45,30853.94244,1,1,0
3905,4.06,90,14.55,8764.099581,1,0,1
3906,3.52,50,15.51,5530.046593,1,1,0
3907,2.49,315,26.57,26788.12725,1,0,0
3908,2.28,90,20.1,6985.29858,1,0,1
3909,3.78,125,23.56,17775.61795,1,0,0
3910,3.13,315,18.26,27156.781960000004,1,1,0
3911,3.34,90,19.45,10407.68339,1,0,0
3912,3.08,90,24.61,9858.174385,1,0,0
3913,2.47,50,19.27,3760.250675,1,0,0
3914,3.82,50,23.03,4919.640851,1,0,0
3915,1.54,90,14.85,4363.358216,1,0,0
3916,2.62,90,30.34,9733.066389,1,1,0
3917,3.61,90,25.08,11906.29325,1,0,0
3918,3.21,250,19.61,27144.126239999998,1,0,0
3919,1.36,125,18.96,5964.784269,1,0,0
3920,2.09,200,33.8,16508.297880000002,1,1,0
3921,2.23,200,37.15,22982.448940000002,1,0,1
3922,1.97,315,8.83,12839.25988,1,1,0
3923,4.28,125,24.02,19962.55461,1,0,1
3924,2.97,50,23.97,4250.956815,1,0,0
3925,2.28,90,13.55,5227.9467,1,1,0
3926,3.79,125,41.62,21261.45228,1,0,0
3927,2.04,90,24.03,6293.911374,1,1,0
3928,2.41,63,18.3,5141.692235,1,1,0
3929,1.87,90,24.62,6107.357156,1,0,0
3930,3.92,125,40.82,19757.37702,1,0,1
3931,4.47,200,9.67,18260.46401,1,0,1
3932,3.59,90,26.0,13232.33358,1,0,0
3933,1.54,315,24.45,15232.34654,1,0,0
3934,3.18,125,18.04,12033.43634,1,1,0
3935,2.36,125,20.39,9333.129421,1,0,0
3936,1.44,50,14.59,2350.028743,1,0,0
3937,2.55,63,20.82,4839.022975,1,0,0
3938,2.24,90,15.96,6079.941903,1,0,0
3939,2.1,125,13.83,6764.685768,1,0,0
3940,2.56,125,30.6,10552.02173,1,0,0
3941,2.33,125,13.94,7413.134073,1,1,0
3942,4.18,63,25.59,9273.918417,1,0,0
3943,2.34,63,22.52,5254.007765,1,0,0
3944,3.08,63,17.5,7085.530027,1,1,0
3945,3.34,250,30.58,32422.602069999997,1,0,0
3946,1.3,63,34.44,3717.9243469999997,1,0,0
3947,2.22,90,26.78,6505.843443,1,1,0
3948,2.4,90,24.17,8061.834293999999,1,0,0
3949,2.73,90,18.77,8864.0096,1,0,1
3950,3.72,90,28.68,12668.20059,1,0,0
3951,2.63,63,12.5,3728.162967,1,0,1
3952,3.67,125,23.18,17324.299469999998,1,1,0
3953,2.36,63,22.41,4467.290088000001,1,1,0
3954,4.85,125,37.91,30886.83475,1,1,0
3955,2.35,250,29.09,20832.927969999997,1,1,0
3956,2.65,63,37.59,6447.544422,1,1,0
3957,2.9,50,25.82,5618.195876,1,0,0
3958,1.42,125,27.71,8317.646273,1,1,0
3959,4.05,90,20.08,11759.27686,1,0,0
3960,4.25,50,43.54,11516.693720000001,1,1,0
3961,2.66,250,29.31,23382.76615,1,0,1
3962,2.95,90,42.18,14602.900480000002,1,1,0
3963,2.1,250,16.62,13204.320609999999,1,0,0
3964,1.72,90,34.5,6658.375093,1,0,1
3965,1.25,90,14.15,3449.896943,1,0,0
3966,2.33,125,20.41,10336.8689,1,0,0
3967,2.08,200,35.71,16559.55268,1,0,0
3968,2.6,250,12.7,15494.84948,1,0,0
3969,2.03,125,25.33,6436.968382999999,1,1,0
3970,2.91,63,18.46,6884.422798999999,1,1,0
3971,4.05,250,18.44,29863.826339999996,1,1,0
3972,1.88,90,25.2,5691.917815999999,1,0,0
3973,1.49,250,35.61,18111.63001,1,1,0
3974,3.17,125,12.66,8768.724191,1,0,0
3975,4.47,90,11.68,10239.39355,1,0,0
3976,2.85,50,13.69,2924.269449,1,0,1
3977,3.06,63,23.48,6651.624106,1,1,0
3978,2.67,250,21.1,23339.24495,1,0,0
3979,3.1,125,17.59,10870.94125,1,1,0
3980,1.99,90,36.12,7350.895887000001,1,0,0
3981,1.7,125,44.94,10370.53366,1,0,0
3982,3.58,200,20.2,23022.621769999998,1,0,1
3983,3.02,125,16.17,10108.87224,1,0,0
3984,1.82,63,23.6,3648.402729,1,0,0
3985,4.17,125,33.7,26296.64013,1,0,0
3986,3.25,250,18.3,26575.4549,1,1,0
3987,1.99,63,32.7,4615.408818999999,1,1,0
3988,2.77,125,29.25,12737.10016,1,1,0
3989,2.93,315,12.94,24481.335759999998,1,1,0
3990,2.67,90,17.1,6507.690636,1,0,0
3991,3.27,250,24.35,30259.12428,1,1,0
3992,3.94,250,20.98,37937.61638,1,0,0
3993,2.25,200,28.27,16656.3019,1,1,0
3994,2.74,200,18.84,21529.300209999998,1,1,0
3995,1.3,125,16.91,4464.20223,1,0,0
3996,3.15,125,35.32,15497.899580000001,1,1,0
3997,1.75,63,25.25,3866.080823,1,0,1
3998,4.86,63,24.36,9831.151736,1,1,0
3999,1.91,50,22.67,3041.6239579999997,1,0,1
4000,2.95,125,8.24,8441.333558,1,0,1
4001,2.65,250,23.57,22981.463359999998,1,0,0
4002,2.57,125,21.97,11591.87024,1,0,0
4003,2.42,125,17.69,9007.423208,1,0,0
4004,2.07,63,9.88,2940.452629,1,0,0
4005,2.15,63,44.17,5510.294635,1,0,0
4006,1.27,200,34.95,11060.751479999999,1,0,0
4007,1.58,63,13.48,2769.4872809999997,1,1,0
4008,2.45,200,18.11,13859.97731,1,0,1
4009,2.74,315,16.75,25370.695509999998,1,0,1
4010,3.98,250,18.27,32611.25695,1,1,0
4011,4.35,125,13.27,14963.891130000002,1,0,0
4012,1.99,125,27.56,10086.54835,1,0,0
4013,1.45,125,21.05,6360.930118,1,0,0
4014,4.11,125,36.11,21413.29374,1,0,0
4015,2.0,90,13.79,4398.248185,1,0,1
4016,4.0,50,46.67,10938.493129999999,1,1,0
4017,2.85,63,38.83,7653.586206,1,0,1
4018,3.38,90,14.79,9232.762066,1,1,0
4019,2.19,250,12.08,16164.476819999998,1,1,0
4020,3.8,200,14.32,20362.04639,1,1,0
4021,1.92,63,38.96,5982.255159,1,1,0
4022,3.43,200,23.94,23523.880240000002,1,1,0
4023,2.62,90,20.58,8773.104534,1,1,0
4024,3.13,125,24.36,15028.249759999999,1,0,0
4025,3.87,63,13.7,7149.822815,1,0,1
4026,2.31,63,24.05,4494.984587,1,0,0
4027,1.8,125,14.16,6067.008313,1,0,0
4028,3.44,90,22.12,10119.87885,1,0,0
4029,1.82,315,17.28,18144.427490000002,1,0,0
4030,2.41,250,14.97,16723.36541,1,1,0
4031,4.28,200,33.01,32723.050989999996,1,0,0
4032,1.94,200,14.93,10707.68821,1,1,0
4033,2.23,90,21.86,7153.688101000001,1,1,0
4034,3.13,90,35.85,13516.39741,1,1,0
4035,2.21,125,16.17,7626.399309,1,1,0
4036,2.34,63,22.96,5481.378245,1,0,0
4037,1.99,90,14.36,5037.245069,1,0,0
4038,1.86,90,21.5,5819.584404,1,0,0
4039,2.75,63,11.22,4074.5078729999996,1,0,1
4040,2.18,90,30.67,8336.361378,1,0,0
4041,2.44,200,48.69,20558.71314,1,1,0
4042,2.66,125,44.67,14153.310280000002,1,0,0
4043,4.0,90,37.0,15066.017880000001,1,0,0
4044,3.15,90,13.51,7603.765581999999,1,1,0
4045,2.51,250,31.6,24728.222319999997,1,1,0
4046,2.8,90,16.95,7778.637875,1,0,0
4047,2.01,200,17.54,12680.07266,1,1,0
4048,2.46,50,24.54,5119.859418999999,1,0,0
4049,1.84,63,20.87,4242.726188000001,1,1,0
4050,2.95,315,29.37,29723.50219,1,0,0
4051,2.41,125,44.82,13181.33485,1,1,0
4052,1.62,50,34.84,3321.557482,1,1,0
4053,2.91,200,37.42,23747.996369999997,1,1,0
4054,4.12,125,20.43,19095.4186,1,0,0
4055,3.52,90,40.29,13516.587790000001,1,1,0
4056,1.98,90,17.01,4960.245097999999,1,1,0
4057,3.23,200,11.47,16448.31551,1,1,0
4058,2.07,63,28.63,5223.206255,1,1,0
4059,2.42,63,25.33,6195.1398340000005,1,0,1
4060,3.45,50,24.32,6574.4450799999995,1,1,0
4061,2.67,125,28.8,15528.640790000001,1,0,1
4062,3.32,63,13.93,5548.00689,1,0,0
4063,2.19,90,9.55,4628.699327,1,0,0
4064,3.79,250,26.62,33460.68299,1,0,1
4065,2.47,90,21.32,6393.5396009999995,1,0,0
4066,3.65,63,26.8,8110.884637,1,1,0
4067,2.2,250,35.87,21358.704869999998,1,1,0
4068,3.69,90,36.91,13513.44964,1,0,0
4069,2.55,250,27.33,23243.00822,1,0,0
4070,1.52,250,16.17,12919.88982,1,0,0
4071,1.83,90,20.06,5070.332021,1,0,0
4072,3.57,63,36.95,9345.371139,1,0,0
4073,3.83,63,19.94,7007.257737999999,1,0,1
4074,2.98,50,26.7,5780.280363,1,1,0
4075,1.88,125,25.49,8494.833659,1,1,0
4076,4.28,200,14.3,27081.39293,1,0,1
4077,2.64,50,31.36,5285.851232,1,0,0
4078,2.31,250,41.93,24668.60311,1,1,0
4079,1.2,63,17.28,2323.28649,1,0,0
4080,4.31,63,20.31,7305.639051,1,0,1
4081,2.17,90,18.85,6120.887495,1,0,0
4082,1.94,250,29.03,18396.99923,1,1,0
4083,2.99,315,25.62,35356.252,1,0,1
4084,2.06,90,22.69,5828.985951,1,0,0
4085,2.95,90,27.52,10501.197559999999,1,1,0
4086,1.92,50,10.09,2235.889525,1,0,0
4087,2.03,200,24.14,13172.78712,1,0,1
4088,1.97,50,18.85,3497.8544340000003,1,0,1
4089,4.02,50,29.19,7846.801820000001,1,1,0
4090,4.54,200,28.07,41780.51171,1,0,0
4091,2.32,50,16.97,3341.944444,1,0,1
4092,2.84,125,39.97,17294.01895,1,1,0
4093,3.64,50,13.58,4638.740941,1,1,0
4094,4.23,63,21.37,9842.767746,1,1,0
4095,1.83,90,18.43,5030.967769,1,1,0
4096,2.27,125,36.23,11378.42609,1,1,0
4097,2.24,63,40.17,6850.978748,1,1,0
4098,4.29,250,18.06,35021.55517,1,0,1
4099,2.48,315,13.59,24030.80659,1,0,1
4100,2.63,90,29.32,8315.974123,1,1,0
4101,1.98,125,26.39,9143.687327,1,0,0
4102,2.97,125,33.77,17199.83525,1,1,0
4103,3.0,50,33.66,6489.829385,1,1,0
4104,3.56,90,30.87,11862.18735,1,0,1
4105,3.31,50,28.0,7116.456278000001,1,1,0
4106,4.4,200,17.6,27600.06714,1,1,0
4107,2.14,125,26.36,9446.463959,1,0,0
4108,2.12,125,30.8,12015.84748,1,0,1
4109,2.67,125,15.87,9914.330935,1,1,0
4110,2.19,125,22.46,9958.317425,1,0,0
4111,3.5,63,18.99,6608.787497,1,1,0
4112,3.21,63,16.77,6233.694232,1,1,0
4113,2.66,200,38.76,21042.37945,1,1,0
4114,1.94,63,19.37,3326.759367,1,0,0
4115,2.5,315,24.15,26127.5943,1,0,0
4116,1.82,63,11.68,2364.763924,1,0,0
4117,2.09,63,35.44,6135.355174,1,0,1
4118,4.8,63,10.62,6835.076690000001,1,0,0
4119,3.23,50,10.05,3911.6297,1,0,1
4120,1.65,90,16.33,4786.937535,1,0,1
4121,2.18,90,37.71,8462.627506,1,0,0
4122,3.86,125,31.13,20357.40785,1,0,0
4123,1.78,200,26.95,11375.3544,1,1,0
4124,2.19,125,26.9,10884.48719,1,1,0
4125,3.19,125,32.43,15730.2155,1,0,1
4126,2.26,63,27.19,4918.068407,1,0,0
4127,2.67,90,18.23,7594.102640000001,1,0,0
4128,4.8,125,38.25,27088.9369,1,0,0
4129,2.7,200,30.45,18226.0152,1,0,0
4130,2.19,90,30.52,6596.204514999999,1,0,0
4131,2.63,90,38.31,10408.62962,1,1,0
4132,2.41,200,38.55,19774.05907,1,0,0
4133,1.93,200,35.96,18207.01779,1,1,0
4134,4.48,125,13.12,15682.7563,1,0,1
4135,2.38,90,31.34,8869.946306,1,0,1
4136,2.17,90,22.76,7704.342606,1,0,0
4137,3.76,90,30.76,11693.64476,1,0,1
4138,1.93,200,17.56,13055.19693,1,0,0
4139,3.66,90,29.08,14839.07086,1,0,1
4140,3.57,250,11.07,19583.57535,1,1,0
4141,3.09,200,24.63,23082.414419999997,1,0,1
4142,1.98,50,21.94,3672.479798,1,0,0
4143,2.97,63,34.92,6974.65248,1,1,0
4144,2.16,90,20.56,6907.902468000001,1,1,0
4145,2.78,125,14.25,10773.64516,1,0,0
4146,3.47,125,17.43,11937.74848,1,0,0
4147,4.01,125,22.35,20540.25976,1,0,0
4148,3.47,125,27.63,16352.25178,1,0,1
4149,2.37,315,9.7,14224.981619999999,1,0,0
4150,2.08,50,20.3,3008.2323899999997,1,1,0
4151,2.0,250,24.84,16814.04395,1,1,0
4152,1.58,90,31.52,5628.185391,1,1,0
4153,2.9,63,35.95,7898.9489969999995,1,1,0
4154,3.01,125,17.9,8014.080873000001,1,0,0
4155,2.92,90,27.83,10714.87102,1,0,1
4156,3.36,63,18.5,5664.28392,1,0,1
4157,4.02,200,45.12,37427.832910000005,1,1,0
4158,3.11,315,15.28,26275.97344,1,0,0
4159,1.96,90,9.32,4178.288095,1,0,0
4160,2.61,90,34.74,8763.262709999999,1,0,0
4161,3.07,90,17.53,7685.337961,1,0,0
4162,4.15,63,30.57,10607.98532,1,0,0
4163,2.04,63,11.26,3254.085766,1,0,0
4164,3.34,90,25.64,8650.224137000001,1,0,1
4165,3.16,63,23.12,6401.867534,1,1,0
4166,2.46,90,16.56,6356.579627,1,0,0
4167,2.59,200,10.33,13606.514669999999,1,0,0
4168,2.34,63,21.03,4535.699371,1,0,0
4169,3.09,63,14.6,5313.367369,1,0,0
4170,2.44,250,34.37,21532.29518,1,0,1
4171,3.0,250,14.4,25894.58539,1,0,0
4172,4.57,90,27.76,18297.272409999998,1,0,0
4173,2.73,63,12.6,4095.9938009999996,1,0,0
4174,3.0,63,17.82,5700.791107,1,0,0
4175,3.65,125,15.18,14221.08839,1,0,0
4176,1.69,125,24.45,9567.562924,1,0,0
4177,2.36,125,28.32,11097.986359999999,1,1,0
4178,1.48,125,21.56,7189.5660450000005,1,0,0
4179,3.16,63,33.0,7539.195567,1,0,0
4180,2.38,200,35.16,19173.02017,1,0,1
4181,2.36,125,20.85,8007.804332,1,1,0
4182,3.16,90,35.87,10882.04832,1,0,1
4183,1.98,125,42.24,10391.14941,1,0,0
4184,2.63,63,24.22,6585.642443,1,1,0
4185,2.04,63,39.79,5553.330329,1,0,0
4186,3.27,125,19.53,12341.63416,1,0,0
4187,3.18,200,15.39,20638.652009999998,1,0,1
4188,2.66,63,35.24,7898.910895999999,1,0,0
4189,4.04,90,36.28,14047.71445,1,0,0
4190,1.64,125,33.22,8223.242362,1,1,0
4191,3.11,50,15.33,4689.200965,1,0,0
4192,2.51,125,28.31,14167.874730000001,1,0,1
4193,3.5,63,36.62,9227.419976000001,1,0,0
4194,3.25,63,10.55,5262.504073,1,0,1
4195,4.12,63,39.07,13516.619859999999,1,0,1
4196,4.06,63,14.96,6079.146211,1,1,0
4197,1.69,200,13.33,8903.349920999999,1,0,0
4198,3.35,90,35.71,12596.026170000001,1,0,0
4199,3.53,200,26.51,28668.1214,1,1,0
4200,3.7,125,25.25,16094.0456,1,0,0
4201,2.12,250,25.68,18325.829980000002,1,1,0
4202,2.55,200,35.16,21789.522780000003,1,1,0
4203,2.04,125,23.16,9891.762294,1,0,0
4204,2.69,125,22.8,11107.30163,1,1,0
4205,3.05,63,22.22,6554.687927,1,0,0
4206,2.39,125,34.03,11809.85744,1,0,1
4207,1.34,50,24.8,2664.855373,1,0,0
4208,4.82,200,17.97,25719.22649,1,0,1
4209,2.08,200,31.87,16363.176430000001,1,0,0
4210,1.44,63,16.8,2509.9657829999996,1,0,0
4211,2.88,63,23.24,5828.310128,1,0,0
4212,4.61,63,42.33,14091.87986,1,0,0
4213,2.28,50,32.33,4415.014598,1,0,0
4214,2.96,125,10.48,9920.151184999999,1,1,0
4215,2.91,63,30.37,6123.052518,1,0,1
4216,1.24,50,22.37,2259.3020699999997,1,0,0
4217,2.09,90,25.5,6167.794233,1,1,0
4218,3.13,125,11.97,8246.523688,1,0,1
4219,3.32,63,18.07,5737.967381,1,0,0
4220,3.85,250,32.58,37130.93448,1,0,0
4221,1.83,250,20.34,16368.365469999999,1,0,1
4222,3.48,315,16.36,32149.543869999998,1,0,0
4223,2.37,125,29.76,13376.668679999999,1,0,0
4224,2.49,125,26.24,10502.34161,1,0,0
4225,2.54,90,15.74,7278.092351,1,1,0
4226,2.01,125,32.45,10035.25798,1,0,0
4227,2.65,125,36.25,13938.700380000002,1,0,1
4228,3.47,90,31.84,13506.17294,1,0,1
4229,2.68,200,26.85,18249.89176,1,1,0
4230,2.19,125,34.74,11043.092990000001,1,1,0
4231,3.32,250,27.27,31932.260280000002,1,0,1
4232,1.81,63,16.18,3026.249534,1,0,0
4233,2.05,90,28.33,7396.972087,1,0,0
4234,1.83,90,18.81,4829.585042000001,1,1,0
4235,3.06,63,25.96,6701.572668,1,0,0
4236,2.02,90,30.64,7019.544673,1,0,0
4237,2.43,63,23.9,5033.964456000001,1,0,0
4238,1.77,90,22.03,4778.90009,1,0,1
4239,1.37,50,23.41,2304.82674,1,0,1
4240,1.84,63,16.78,3609.3712200000004,1,0,1
4241,2.93,125,20.19,9816.832122,1,1,0
4242,2.12,50,25.1,3772.860315,1,0,0
4243,2.36,63,15.88,3732.923669,1,1,0
4244,1.93,50,36.36,4553.560079,1,0,1
4245,1.76,125,22.72,8145.189519,1,0,1
4246,3.03,200,17.7,17472.48667,1,0,0
4247,2.12,50,33.66,4259.942958,1,1,0
4248,2.13,200,20.14,12123.14249,1,0,1
4249,3.39,63,23.79,8774.40933,1,0,0
4250,3.43,125,26.34,15385.27835,1,0,0
4251,3.78,90,21.3,10840.8266,1,0,1
4252,2.21,50,27.74,4197.822247,1,0,0
4253,3.79,250,18.44,28515.01613,1,1,0
4254,1.29,90,24.96,3489.337618,1,0,0
4255,2.1,200,21.37,13959.48565,1,0,0
